Row No,Brand,Laptop Type,Inches,Ram,Memory,Operating System,Weight(In Grams),Price,Touch Screen,IPS,Retina,Width,Height,Maximum Display Resolution,Menory,Primary Storage,Secondary Storage,Primary Storage Type,Secondary Storage Type,Clock Speed,Processor Brand,Processor Model,GPU Brand,GPU Model
104,Lenovo,Notebook,15.6,4GB,1TB HDD,Windows 10,1800.0,22106.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
105,Asus,Ultrabook,14,8GB,256GB SSD,Windows 10,1300.0,63563.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
106,MSI,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2200.0,69211.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
107,Lenovo,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,78854.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
108,Asus,Ultrabook,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1500.0,67239.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce MX150
109,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,73473.0,Yes,No,No,3200.0,1800.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i7 7560U,Intel,Iris Plus Graphics 640
110,Lenovo,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1400.0,74539.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
111,HP,Notebook,14,4GB,500GB HDD,Windows 10,1600.0,38468.0,No,Yes,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
112,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,86793.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
113,HP,Notebook,14,8GB,512GB SSD,Windows 10,1600.0,57756.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
114,Dell,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2200.0,60224.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 940MX
115,Asus,Notebook,17.3,4GB,1TB HDD,Windows 10,2000.0,30050.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Nvidia,GeForce 920MX
116,Asus,Notebook,15.6,8GB,256GB SSD,Windows 10,1700.0,59567.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 940MX
117,Acer,Notebook,15.6,6GB,1TB HDD,Windows 10,2100.0,25521.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
118,MSI,Gaming,15.6,16GB,256GB SSD +  2TB HDD,Windows 10,1800.0,119427.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  2TB HDD,256GB SSD,2TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
119,Lenovo,Notebook,15.6,8GB,256GB SSD,No OS,2200.0,33513.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 940MX
120,HP,Notebook,17.3,16GB,512GB SSD,Windows 10,2500.0,67719.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 930MX
121,Acer,Notebook,15.6,4GB,256GB SSD,Windows 10,2100.0,24029.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,3GHz,AMD,A9-Series 9420,AMD,Radeon R5
122,HP,Notebook,14,8GB,1TB HDD,Windows 10,1600.0,43263.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
123,Asus,Notebook,14,4GB,64GB SSD,Windows 10 S,1600.0,14811.0,No,No,No,1366.0,768.0,HD / HD+,64GB SSD,64GB SSD,Not Available,SSD,Not Available,1.5GHz,AMD,E-Series 6110,AMD,Radeon R2
124,Dell,Notebook,17.3,16GB,256GB SSD +  2TB HDD,Windows 10,2800.0,74379.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  2TB HDD,256GB SSD,2TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,AMD,Radeon 530
125,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2500.0,49444.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
126,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2400.0,34045.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R7 M445
127,Dell,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,23923.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,AMD,Radeon R5 M430
128,Acer,Ultrabook,14,8GB,256GB SSD,Windows 10,1600.0,47100.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
129,Acer,Notebook,15.6,4GB,256GB SSD,Windows 10,7200.0,30476.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i3 7130U,Nvidia,GeForce MX130
130,HP,Notebook,15.6,8GB,1TB HDD,Windows 10,2000.0,31861.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
131,HP,Notebook,14,8GB,256GB SSD,Windows 10,1600.0,52641.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
132,Lenovo,Notebook,15.6,4GB,1TB HDD,No OS,1900.0,13446.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
133,Asus,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3000.0,49977.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
134,Lenovo,Notebook,15.6,4GB,1TB HDD,No OS,2200.0,26587.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 920MX
135,HP,Notebook,13.3,4GB,256GB SSD,Windows 10,1300.0,37243.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
136,Acer,Notebook,17.3,4GB,1TB HDD,Windows 10,3000.0,34898.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i3 7130U,Nvidia,GeForce MX130
137,Lenovo,Notebook,14,8GB,256GB SSD,Windows 10,1800.0,59462.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon RX 550
138,Lenovo,Gaming,15.6,8GB,256GB SSD,No OS,2400.0,46300.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050M
139,Toshiba,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,32075.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
140,HP,Notebook,15.6,4GB,256GB SSD,Windows 10,1900.0,19660.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,AMD,A6-Series 9220,AMD,Radeon R4 Graphics
141,Asus,Ultrabook,14,8GB,256GB SSD,Windows 10,1200.0,58555.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
142,HP,Ultrabook,12.5,8GB,512GB SSD,Windows 10,1000.0,107306.0,Yes,Yes,No,3840.0,2160.0,4K Ultra HD (UHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core M 6Y75,Intel,HD Graphics 515
143,Asus,Notebook,15.6,4GB,1TB HDD,Windows 10,2000.0,18328.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
144,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,23816.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
145,Dell,Gaming,15.6,16GB,512GB SSD,Windows 10,2600.0,66561.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
146,Dell,Gaming,15.6,8GB,1.0TB Hybrid,Windows 10,2600.0,47899.0,No,No,No,1920.0,1080.0,Full HD (FHD),1.0TB Hybrid,1.0TB Hybrid,Not Available,Hybrid,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
147,Lenovo,Notebook,15.6,4GB,128GB SSD,Windows 10,1900.0,26533.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
148,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2800.0,100699.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
149,HP,Ultrabook,14,4GB,256GB SSD,Windows 10,1500.0,57649.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i5 7500U,Intel,HD Graphics 620
150,HP,Notebook,15.6,6GB,256GB SSD,Windows 10,1900.0,32980.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon 520
151,Lenovo,2 in 1 Convertible,14,4GB,256GB SSD,Windows 10,1700.0,33513.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
152,Asus,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1100.0,70063.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,HD Graphics 620
153,Dell,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,1600.0,55891.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
154,Toshiba,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,23816.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
155,Asus,Notebook,15.6,4GB,1TB HDD,Windows 10,2000.0,21472.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,3GHz,AMD,A9-Series 9420,AMD,Radeon R5 M420
156,Acer,Notebook,17.3,4GB,256GB SSD,Windows 10,3000.0,42890.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce MX150
157,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2100.0,38788.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon 520
158,Lenovo,Gaming,15.6,16GB,256GB SSD,Windows 10,2500.0,57489.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
159,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,18541.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
160,MSI,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2400.0,95851.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
161,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,19368.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.1GHz,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
162,Dell,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2600.0,56503.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
163,Acer,Notebook,17.3,8GB,256GB SSD,Windows 10,3000.0,45501.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce MX150
164,HP,Notebook,13.3,4GB,500GB HDD,Windows 10,1500.0,40173.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
165,Huawei,Ultrabook,13,8GB,256GB SSD,Windows 10,1000.0,71875.0,No,Yes,No,2160.0,1440.0,Not Available,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
166,HP,Notebook,17.3,6GB,2TB HDD,Windows 10,2700.0,37243.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),2TB HDD,2TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon 520
167,Lenovo,Notebook,15.6,4GB,500GB HDD,No OS,2200.0,16464.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.9GHz,AMD,A6-Series 9220,AMD,Radeon R4 Graphics
168,Toshiba,Notebook,15.6,4GB,500GB HDD,Windows 10,5400.0,26054.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
169,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2500.0,49177.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce 930MX
170,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2300.0,24456.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
171,Acer,Notebook,15.6,4GB,128GB SSD,Windows 10,2100.0,23923.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
172,MSI,Gaming,18.4,32GB,512GB SSD +  1TB HDD,Windows 10,4400.0,149131.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD +  1TB HDD,512GB SSD,1TB HDD,SSD,HDD,2.9GHz,Intel,Core i7 6920HQ,Nvidia,GTX 980 SLI
173,Lenovo,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,1900.0,43317.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7200U,AMD,R17M-M1-70
174,HP,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1300.0,79867.0,Yes,Yes,No,3840.0,2160.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
175,Dell,Notebook,15.6,16GB,256GB SSD +  2TB HDD,Linux,2000.0,55891.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  2TB HDD,256GB SSD,2TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,AMD,Radeon 530
176,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,74539.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
177,Lenovo,2 in 1 Convertible,13.9,16GB,512GB SSD,Windows 10,1400.0,98515.0,Yes,Yes,No,3840.0,2160.0,4K Ultra HD (UHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
178,Toshiba,Notebook,15.6,8GB,128GB SSD,Windows 10,2000.0,42251.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
179,Xiaomi,Notebook,15.6,8GB,256GB SSD,No OS,2000.0,63883.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce MX150
180,Dell,Notebook,17.3,16GB,512GB SSD,Windows 10,2800.0,82531.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 150MX
181,Dell,Notebook,15.6,16GB,512GB SSD,Windows 10,2100.0,127712.0,Yes,No,No,3840.0,2160.0,4K Ultra HD (UHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
182,Lenovo,Gaming,15.6,8GB,256GB SSD,No OS,2400.0,41505.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
183,Acer,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1100.0,52694.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.2GHz,Intel,Core i5 7Y54,Intel,HD Graphics 615
184,Dell,Notebook,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2800.0,57809.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,1.8GHz,Intel,Core i7 8550U,AMD,Radeon 530
185,Vero,Notebook,14,4GB,32GB Flash Storage,Windows 10,1300.0,13853.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
186,Xiaomi,Ultrabook,13.3,8GB,256GB SSD,No OS,1300.0,53275.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce MX150
187,Lenovo,Notebook,17.3,8GB,256GB SSD,No OS,2800.0,37189.0,No,No,No,1600.0,900.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce MX150
188,Dell,2 in 1 Convertible,13.3,8GB,1TB HDD,Windows 10,1600.0,44702.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
189,HP,Notebook,17.3,8GB,1TB HDD,Windows 10,2500.0,48698.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Core i5 8250U,Nvidia,GeForce 930MX
190,Razer,Gaming,17.3,32GB,1TB SSD,Windows 10,3500.0,324955.0,Yes,No,No,3840.0,2160.0,4K Ultra HD (UHD),1TB SSD,1TB SSD,Not Available,SSD,Not Available,2.9GHz,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1080
191,HP,Notebook,13.3,8GB,512GB SSD,Windows 10,1500.0,51096.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,Intel,UHD Graphics 620
192,HP,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3400.0,73473.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
193,HP,Notebook,17.3,8GB,256GB SSD,Windows 10,2500.0,55678.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Nvidia,GeForce 930MX
194,Dell,Gaming,15.6,16GB,512GB SSD +  1TB HDD,Windows 10,2600.0,98302.0,No,Yes,No,3840.0,2160.0,4K Ultra HD (UHD),512GB SSD +  1TB HDD,512GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
195,Lenovo,Notebook,15.6,4GB,128GB SSD,Windows 10,2100.0,26267.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
196,Acer,Notebook,15.6,8GB,1TB HDD,Windows 10,2200.0,39534.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
197,Lenovo,Gaming,15.6,16GB,512GB SSD +  1TB HDD,Windows 10,3200.0,93187.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD +  1TB HDD,512GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
198,Dell,Workstation,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2800.0,162770.0,No,No,No,3840.0,2160.0,4K Ultra HD (UHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,3GHz,Intel,Xeon E3-1505M V6,Nvidia,Quadro M1200
199,Lenovo,Gaming,15.6,16GB,512GB SSD,No OS,2400.0,74485.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
200,Dell,Notebook,15.6,6GB,1TB HDD,Windows 10,2300.0,23390.0,Yes,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
201,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,103843.0,Yes,Yes,No,3840.0,2160.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
202,Acer,Notebook,15.6,8GB,1TB HDD,Linux,2400.0,41505.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
203,Asus,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2900.0,74965.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
204,HP,Notebook,15.6,4GB,500GB HDD,No OS,2100.0,18595.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
205,Lenovo,Notebook,15.6,8GB,256GB SSD,No OS,2200.0,29251.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
206,Huawei,Ultrabook,13,8GB,512GB SSD,Windows 10,1000.0,79867.0,No,Yes,No,2160.0,1440.0,Not Available,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
